time,iowait,busy,hwCCRInit,hwCCAInit,hwCCRUpdate,hwCCAUpdate,hwCCRTerm,hwCCATerm,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime,MaxDelays,ER_118010161_1212,ER_412020474_0,ER_412020002_52442,ER_118010103_0,ER_0_59090795,ER_118013201_25286,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),E_OnlineVoiceEvent,E_OnlineGprsEvent,DiamBalanceQueryEvent,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),ER_118013105_536,ER_118013107_145,ER_0_221059,ER_118010202_51548,ER_118013201_1012,ER_118010106_0,ER_118013013_5101,SuccessRate(%),hwCCRInit,hwCCAInit,hwCCRUpdate,hwCCAUpdate,hwCCRTerm,hwCCATerm,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),ER_118013972_9123,ER_118013105_21604,ER_118013106_248,ER_118013107_0,ER_412020002_0,ER_0_4983593,ER_118010103_0,ER_118010202_141586,ER_118013201_2323,ER_118013004_8,ER_412220053_0,ER_118010106_159,ER_118013013_0,SuccessRate
1480581960,1.74,27.7,2381,2381,31101,31100,2229,2229,0,0,35711,54,35656,595,39,7,66,0,0,44,0,40767,18,723,724,723,0,724,12,12,18,66,92,215,1,384,384,384,77,307,6,6,6,55,0,0,205,56,0,0,4,77.36,2331,2331,622,622,2108,2108,0,0,5061,176,4885,84,38,6,56,9,11,0,0,0,4885,0,153,3,0,0,0,0,96.52
1480582020,0.35,26,2438,2438,31156,31155,2309,2308,0,0,35903,72,35829,598,40,7,60,0,0,52,0,40986,31,710,710,710,0,710,11,11,19,154,0,166,0,396,396,396,72,324,6,6,6,57,0,0,224,43,0,0,7,81.75,2349,2349,606,606,2183,2183,0,0,5138,162,4976,85,39,5,58,12,18,0,0,0,4976,0,129,3,0,0,0,0,96.85
1480582080,1.68,27.2,2433,2433,31240,31241,2307,2307,0,0,35980,64,35917,599,40,7,59,0,0,52,0,41063,22,720,720,720,0,720,12,12,19,77,24,226,2,402,402,402,70,332,6,6,6,43,0,0,223,57,0,0,3,78.8,2431,2431,607,607,2208,2208,0,0,5246,185,5061,87,40,5,53,8,17,0,0,0,5061,0,157,3,0,0,0,0,96.47
1480582140,2.12,28.17,2464,2464,31302,31299,2327,2328,0,0,36093,75,36016,601,41,7,64,0,0,53,0,41144,32,724,724,724,0,724,12,12,18,79,57,202,0,370,370,370,77,293,6,6,6,44,0,0,191,50,0,0,12,75.2,2482,2482,612,611,2257,2257,0,0,5351,175,5175,89,41,5,52,8,22,0,0,0,5175,0,139,6,0,0,0,0,96.73
1480582200,2.17,28.4,2520,2520,30866,30871,2364,2362,0,0,35750,67,35686,595,42,7,55,4,0,48,0,40723,26,717,717,717,0,717,11,11,18,71,15,171,0,330,330,330,50,280,5,5,6,54,0,0,185,31,0,0,4,84.09,2396,2396,653,654,2198,2198,0,0,5247,198,5050,87,39,6,59,7,24,1,0,0,5050,0,162,4,0,0,0,0,96.23
1480582260,2.14,27.77,2485,2485,31050,31046,2274,2274,0,0,35809,56,35749,596,41,7,63,0,0,41,0,40859,20,708,708,708,0,708,11,11,19,72,0,253,7,334,334,334,62,272,5,5,5,21,0,0,175,39,1,0,6,79.19,2398,2398,644,644,2233,2233,0,0,5275,164,5111,87,39,6,53,6,12,2,0,0,5111,0,144,0,0,0,0,0,96.89
1480582320,2.16,28.19,2481,2481,30994,30994,2346,2346,0,0,35821,72,35749,597,41,7,57,4,0,53,0,40901,22,755,755,755,0,755,12,12,18,72,0,185,0,334,334,334,59,275,5,5,6,39,0,0,172,42,0,0,8,77.48,2361,2360,651,651,2234,2234,0,0,5246,152,5093,87,39,6,59,6,18,0,0,0,5093,0,126,2,0,0,0,0,97.1
1480582380,0.73,26.76,2386,2386,31515,31518,2292,2294,0,0,36193,68,36130,603,39,7,60,4,0,52,0,41250,23,746,746,746,0,746,12,12,18,72,0,144,0,352,352,352,65,287,5,5,5,45,0,0,184,43,0,0,8,78.3,2329,2330,601,600,2230,2229,0,0,5160,148,5011,86,38,6,56,6,17,0,0,0,5011,0,123,2,0,0,0,0,97.13
1480582440,0.4,25.84,2466,2466,31076,31076,2327,2326,0,0,35869,71,35797,597,41,7,63,1,0,54,0,40924,25,746,746,746,0,746,12,12,18,78,0,156,6,338,338,338,50,288,5,5,6,37,0,0,174,25,2,0,9,82.86,2396,2396,654,654,2176,2177,0,0,5226,155,5072,87,39,5,53,11,15,1,0,0,5072,0,126,2,0,0,0,0,97.03
1480582500,2.16,27.8,2501,2501,31714,31712,2314,2314,0,0,36529,74,36453,608,41,7,68,5,0,51,0,41668,27,702,702,702,0,702,11,11,19,86,0,278,0,381,381,381,68,313,6,6,6,52,0,0,185,44,0,0,6,78.72,2389,2388,620,621,2287,2287,0,0,5296,191,5105,88,39,6,52,10,23,0,0,0,5105,0,154,3,0,0,1,0,96.39
1480582560,2.13,28.15,2461,2460,31380,31381,2357,2357,0,0,36198,61,36137,603,41,7,68,0,0,50,0,41335,20,719,719,719,0,719,11,11,19,78,0,172,0,335,335,335,53,282,5,5,5,29,2,0,170,35,0,0,6,79.81,2371,2372,600,600,2245,2245,0,0,5216,155,5062,86,39,5,56,8,7,0,0,0,5062,0,140,0,0,0,0,0,97.03
1480582620,2.1,28.08,2467,2468,31216,31215,2358,2359,0,0,36041,54,35988,600,41,7,61,0,0,38,0,41115,24,684,683,684,0,683,11,11,18,78,33,150,0,341,340,341,50,290,5,5,6,44,0,0,193,32,0,0,5,83.91,2388,2387,615,615,2135,2135,0,0,5138,172,4965,85,39,5,58,12,13,1,0,0,4965,0,142,4,0,0,0,0,96.65
1480582680,2.15,27.83,2430,2430,31155,31155,2298,2298,0,0,35883,58,35825,598,40,7,70,0,0,47,0,40888,20,652,653,652,0,653,10,10,21,306,53,176,0,330,331,330,58,273,5,5,6,54,1,0,179,44,1,0,4,78.17,2465,2466,607,607,2260,2260,0,0,5332,181,5152,88,41,6,55,10,13,1,0,0,5152,0,154,1,0,0,2,0,96.61
1480582740,2.11,27.77,2461,2461,30934,30937,2340,2340,0,0,35735,70,35668,595,41,7,65,0,0,53,0,40765,25,684,684,684,0,684,11,11,20,78,0,150,1,306,306,306,45,261,5,5,6,36,0,0,167,29,0,0,7,82.27,2450,2450,603,603,2253,2253,0,0,5306,177,5129,88,40,6,67,11,17,0,0,0,5129,0,149,0,0,0,0,0,96.66
1480582800,0.32,26.7,2535,2535,31268,31268,2401,2401,0,0,36204,62,36142,603,42,7,64,0,0,50,0,41312,20,688,688,688,0,688,11,11,19,68,2,179,3,324,324,324,35,289,5,5,6,24,0,0,196,24,0,0,3,87.89,2498,2498,639,639,2315,2315,0,0,5452,155,5297,90,41,6,61,6,12,0,0,0,5297,0,136,1,0,0,0,0,97.16
1480582860,1.57,27.28,2533,2533,31378,31379,2343,2343,0,0,36254,53,36202,604,42,7,63,0,0,42,0,41413,22,704,704,704,0,704,11,11,18,64,0,205,0,333,333,333,46,287,5,5,6,47,0,0,172,28,0,0,10,81.9,2430,2430,674,674,2260,2260,0,0,5364,161,5203,89,40,5,45,8,15,0,0,0,5203,0,136,2,0,0,0,0,97
1480582920,2.16,28.07,2514,2512,31623,31621,2350,2350,0,0,36487,66,36417,608,41,7,64,0,0,50,0,41628,25,759,758,759,0,758,12,12,18,66,48,192,1,327,327,327,50,277,5,5,5,10,0,0,170,36,1,0,5,80.19,2524,2524,618,618,2349,2349,0,0,5491,178,5313,91,42,5,56,8,13,0,0,0,5313,0,153,3,0,0,1,0,96.76
1480582980,2.13,28.73,2502,2504,31337,31336,2399,2398,0,0,36238,62,36176,603,41,7,60,0,0,52,0,41357,19,693,694,693,0,694,11,11,19,71,0,161,0,345,345,345,57,288,5,5,6,46,0,0,191,38,0,0,7,80.93,2412,2412,645,645,2274,2274,0,0,5331,164,5167,88,40,6,54,9,13,0,0,0,5167,0,139,3,0,0,0,0,96.92
1480583040,2.16,27.8,2401,2401,31614,31613,2305,2305,0,0,36320,58,36261,605,40,7,58,1,0,39,0,41431,25,704,704,704,0,704,11,11,18,55,13,196,0,348,348,348,64,284,5,5,6,52,1,0,177,40,0,0,6,79.02,2409,2409,660,660,2284,2282,0,0,5353,156,5195,89,40,6,55,8,16,1,0,0,5195,0,128,3,0,0,0,0,97.08
1480583100,2.12,28.69,2486,2486,31219,31220,2349,2348,0,0,36054,64,35990,600,41,7,70,7,0,40,0,41100,24,734,734,734,0,734,12,12,18,70,0,131,0,415,415,415,71,344,6,6,6,55,0,0,232,43,0,0,7,82.27,2388,2388,633,633,2236,2237,0,0,5257,168,5090,87,39,6,54,10,13,0,0,0,5090,0,143,2,0,0,0,0,96.8
1480583160,1,27.24,2437,2437,31215,31217,2280,2281,0,0,35932,46,35889,598,40,7,72,3,0,43,0,41042,9,678,678,678,0,678,11,11,19,68,0,201,0,390,389,390,70,319,6,6,6,25,2,0,216,47,0,0,6,79.41,2469,2469,617,617,2224,2225,0,0,5310,156,5155,88,41,6,55,13,14,0,0,0,5155,0,127,1,0,0,1,0,97.06
1480583220,0.25,26.43,2476,2476,31519,31517,2371,2372,0,0,36366,49,36316,606,41,7,100,6,0,38,0,41541,15,690,690,690,0,690,11,11,18,91,0,155,0,398,399,398,94,305,6,6,6,80,0,0,199,53,0,0,12,75.38,2464,2464,627,627,2330,2330,0,0,5421,185,5236,90,41,6,78,10,18,0,0,0,5236,0,156,1,0,0,0,0,96.59
1480583280,2.07,28.28,2533,2533,31635,31636,2381,2381,0,0,36549,65,36485,609,42,7,66,1,0,52,0,41631,21,689,689,689,0,689,11,11,18,52,0,155,0,389,389,389,39,350,6,6,6,15,1,0,235,23,0,0,5,88.68,2568,2568,647,647,2321,2321,0,0,5536,159,5377,92,42,6,53,9,17,0,0,0,5377,0,130,3,0,0,0,0,97.13
1480583340,2.17,28.22,2520,2520,31291,31288,2391,2391,0,0,36202,53,36146,603,42,7,58,0,0,37,0,41327,25,717,716,717,0,716,11,11,20,370,23,192,0,334,334,334,42,292,5,5,6,50,0,0,199,26,3,0,4,85.78,2502,2502,615,615,2353,2353,0,0,5470,175,5295,91,41,5,55,8,18,0,0,0,5295,0,146,3,0,0,0,0,96.8
1480583400,2.15,29.2,2560,2560,31608,31610,2465,2463,0,0,36633,66,36567,610,42,7,60,0,0,56,0,41789,28,693,694,693,0,694,11,11,18,83,0,170,1,367,367,367,44,323,6,6,6,26,0,0,220,29,0,0,6,86.27,2554,2553,642,642,2362,2361,0,0,5558,154,5402,92,42,6,60,10,17,0,0,0,5402,0,127,0,0,0,0,0,97.23
1480583460,2.11,28.69,2524,2524,31428,31425,2390,2389,0,0,36342,54,36284,605,42,7,64,0,0,45,0,41464,17,687,686,687,0,686,11,11,18,65,35,187,0,312,312,312,52,260,5,5,6,42,0,0,152,28,0,0,9,80,2560,2561,653,653,2402,2403,0,0,5615,161,5456,93,42,5,62,4,16,0,0,0,5456,0,138,3,0,0,0,0,97.13
1480583520,2.1,28.1,2407,2406,31428,31431,2309,2311,0,0,36144,47,36101,602,40,7,66,0,0,38,0,41194,18,692,693,692,0,693,11,11,18,131,23,197,3,320,320,320,62,258,5,5,6,40,1,0,169,38,0,0,9,77.88,2489,2489,658,658,2333,2332,0,0,5480,162,5317,91,41,6,54,9,15,0,0,0,5317,0,136,2,0,0,0,0,97.04
1480583580,0.29,26.06,2461,2462,31136,31135,2394,2395,0,0,35991,57,35935,599,41,7,63,0,0,46,0,41095,19,711,710,711,0,710,11,11,18,82,13,139,2,335,335,335,55,280,5,5,6,40,0,0,176,32,0,0,7,81.86,2452,2452,716,716,2328,2327,0,0,5496,150,5345,91,40,6,59,7,11,1,0,0,5346,0,130,1,0,0,0,0,97.27
1480583640,1.2,27.37,2549,2549,31208,31211,2416,2416,0,0,36173,63,36113,602,42,7,61,0,0,51,0,41276,23,738,739,738,0,739,12,12,18,65,17,178,3,367,367,367,70,297,6,6,6,52,2,0,190,48,0,0,5,77.24,2550,2550,657,657,2354,2356,0,0,5561,156,5407,92,42,6,58,9,21,0,0,0,5406,0,124,2,0,0,0,0,97.2
1480583700,2.11,27.83,2509,2509,31359,31353,2421,2421,0,0,36289,54,36229,604,41,7,62,0,0,44,0,41373,17,551,551,551,0,551,9,9,18,63,0,174,2,403,403,403,85,318,6,6,6,39,0,0,229,61,0,0,9,76.59,2511,2511,665,665,2422,2422,0,0,5598,169,5429,93,41,6,60,5,12,0,0,0,5429,0,151,1,0,0,0,0,96.98
1480583760,2.18,28.37,2488,2488,31508,31511,2410,2409,0,0,36406,57,36351,606,41,7,81,0,0,43,0,41559,21,670,670,670,0,670,11,11,18,77,0,107,3,326,326,326,67,259,5,5,6,51,0,0,163,47,0,0,5,75.46,2510,2510,630,630,2339,2339,0,0,5479,172,5307,91,41,5,54,4,15,1,0,0,5307,0,150,2,0,0,0,0,96.86
1480583820,2.01,28.91,2559,2559,31852,31854,2375,2376,0,0,36786,68,36721,613,42,7,58,3,0,46,0,41976,31,731,731,731,0,731,12,12,18,90,49,250,2,337,337,337,47,290,5,5,6,36,0,0,191,26,0,0,9,84.51,2503,2503,671,671,2344,2344,0,0,5518,143,5375,91,41,6,52,5,21,1,0,0,5375,0,114,2,0,0,0,0,97.41
1480583880,2.15,27.58,2470,2470,31620,31621,2398,2397,0,0,36488,65,36423,608,41,7,63,5,0,50,0,41638,21,699,699,699,0,699,11,11,19,121,71,106,2,338,338,338,38,300,5,5,6,47,0,0,182,19,0,0,7,87.5,2395,2395,645,645,2224,2224,0,0,5264,158,5106,87,39,6,54,7,20,0,0,0,5106,0,127,4,0,0,0,0,97
1480583940,1.28,27.92,2477,2477,31931,31925,2380,2380,0,0,36788,59,36723,613,41,7,73,1,0,47,0,41952,22,627,626,627,0,626,10,10,19,72,0,132,0,323,323,323,53,270,5,5,5,54,0,0,175,27,0,0,8,83.33,2518,2518,679,679,2370,2370,0,0,5567,160,5407,92,41,6,51,8,20,0,0,0,5407,0,130,2,0,0,0,0,97.13
1480584000,0.33,26.49,2461,2460,31594,31595,2290,2291,0,0,36345,63,36283,605,41,7,62,5,0,43,0,41439,21,705,703,705,0,703,11,11,19,84,16,217,8,326,326,326,59,267,5,5,6,39,0,0,175,38,1,0,7,79.19,2529,2529,653,653,2352,2352,0,0,5534,145,5389,92,42,6,57,4,15,0,0,0,5389,0,125,1,0,0,0,0,97.38
1480584060,2.09,28.04,2561,2562,31418,31422,2514,2514,0,0,36493,65,36433,608,42,7,63,0,0,54,0,41657,21,670,673,670,0,673,11,11,19,64,36,115,3,339,339,339,56,283,5,5,6,47,0,0,184,31,0,0,9,82.14,2588,2588,666,666,2407,2407,0,0,5661,172,5489,94,43,6,53,8,23,2,0,0,5489,0,135,3,0,0,1,0,96.96
1480584120,2.07,28.6,2526,2526,31866,31867,2419,2418,0,0,36811,38,36773,613,42,7,58,0,0,34,0,42036,14,723,723,723,0,723,12,12,18,86,0,147,0,326,326,326,41,285,5,5,6,37,0,0,186,30,0,0,5,83.78,2609,2609,615,615,2454,2453,0,0,5678,176,5501,94,43,6,52,7,17,0,0,0,5501,0,150,2,0,0,0,0,96.9
1480584180,2.19,27.69,2534,2534,31856,31854,2352,2353,0,0,36742,68,36673,612,42,7,61,0,0,52,0,41848,19,700,699,700,0,699,11,11,18,73,22,228,1,309,309,309,45,264,5,5,5,14,0,0,176,27,0,0,13,81.48,2662,2662,698,698,2422,2423,0,0,5782,172,5611,96,44,5,53,17,11,0,0,0,5611,0,141,3,0,0,0,0,97.03
1480584240,2.09,29.36,2488,2488,31462,31459,2305,2305,0,0,36255,62,36190,604,41,7,65,0,0,45,0,41385,25,589,590,589,0,590,9,9,19,74,0,262,8,355,355,355,46,309,5,5,5,11,0,0,202,23,0,0,10,85.59,2619,2619,666,666,2497,2497,0,0,5782,145,5637,96,43,6,53,10,15,0,0,0,5637,0,116,4,0,0,0,0,97.49
1480584300,2.17,29.79,2495,2495,32097,32098,2381,2381,0,0,36973,62,36912,616,41,7,68,0,0,51,0,42236,22,721,721,721,0,721,12,12,20,186,23,152,0,347,347,347,58,289,5,5,6,29,0,0,183,38,0,0,6,80.62,2605,2605,696,696,2381,2381,0,0,5682,196,5486,94,43,6,52,13,19,1,0,0,5486,0,160,3,0,0,0,0,96.55
1480584360,0.51,25.97,2491,2491,31936,31937,2416,2416,0,0,36843,53,36791,614,41,7,60,0,0,44,0,42014,20,706,706,706,0,706,11,11,19,120,80,150,4,358,358,358,48,310,5,5,6,40,0,0,196,29,1,0,8,83.76,2585,2584,687,687,2371,2371,0,0,5643,164,5478,94,43,6,59,9,12,0,0,0,5478,0,143,0,0,0,0,0,97.09
1480584420,1.16,28.25,2598,2598,31593,31593,2422,2422,0,0,36613,49,36564,610,43,7,59,0,0,40,0,41794,20,629,629,629,0,629,10,10,18,72,7,195,1,330,330,330,55,275,5,5,6,47,0,0,174,35,0,0,4,81.31,2528,2529,693,693,2425,2424,0,0,5646,167,5479,94,42,6,51,11,16,0,0,0,5479,0,138,2,0,0,0,0,97.04
1480584480,2.19,28.78,2455,2455,31650,31649,2399,2399,0,0,36504,56,36447,608,40,7,74,1,0,43,0,41647,19,673,673,673,0,673,11,11,19,76,54,124,3,381,381,381,65,316,6,6,6,49,0,0,215,45,1,0,3,81.13,2623,2623,722,722,2382,2383,0,0,5727,178,5550,95,43,5,54,9,22,0,0,0,5550,0,143,4,0,0,0,0,96.89
1480584540,2.07,28.23,2524,2524,31608,31606,2435,2435,0,0,36567,61,36504,609,42,7,77,3,0,45,0,41764,25,705,705,705,0,705,11,11,18,56,53,129,0,354,354,354,69,285,5,5,5,43,0,0,185,40,0,0,9,78.72,2642,2642,698,698,2472,2472,0,0,5812,183,5629,96,44,6,55,4,20,0,0,0,5629,0,157,2,0,0,0,0,96.85
1480584600,2.06,28.78,2612,2612,32503,32508,2449,2449,0,0,37564,71,37498,626,43,7,72,7,0,53,0,42922,21,666,666,666,0,666,11,11,19,212,38,153,0,371,371,371,64,307,6,6,5,45,0,0,207,36,3,0,11,80.54,2689,2689,725,725,2535,2535,0,0,5949,179,5770,99,44,5,56,14,18,0,0,0,5770,0,145,2,0,0,0,0,96.99
1480584660,2.08,28.06,2647,2646,32571,32569,2574,2573,0,0,37792,66,37722,629,44,7,148,6,0,47,0,42936,20,735,735,735,0,735,12,12,18,56,32,149,1,368,367,368,54,313,6,6,6,39,0,0,204,39,0,0,4,82.59,2664,2664,712,712,2492,2492,0,0,5868,167,5701,97,44,6,50,7,14,0,0,0,5701,0,146,0,0,0,0,0,97.15
1480584720,1.29,27.21,2392,2393,31287,31285,2295,2295,0,0,35974,60,35913,599,39,7,150,6,0,47,0,41054,17,620,619,620,0,619,10,10,19,123,34,114,0,339,340,339,50,290,5,5,6,52,0,0,184,32,0,0,7,82.51,2516,2516,687,687,2373,2373,0,0,5576,168,5408,92,41,6,106,4,15,0,0,0,5408,0,148,1,0,0,0,0,96.99
1480584780,0.31,26.18,2472,2472,31457,31460,2333,2334,0,0,36262,50,36216,604,41,7,110,1,0,40,0,41480,16,658,659,658,0,659,10,10,18,81,40,173,0,351,351,351,66,285,5,5,6,64,1,0,182,49,0,0,6,76.47,2584,2583,673,673,2441,2441,0,0,5698,154,5543,94,43,6,147,6,19,0,0,0,5543,0,126,2,0,0,1,0,97.3
1480584840,2.15,28.46,2578,2577,32344,32345,2465,2465,0,0,37387,56,37331,623,42,7,61,0,0,47,0,42651,16,672,672,672,0,672,11,11,18,79,10,146,7,341,341,341,43,298,5,5,6,43,1,0,188,23,0,0,7,85.84,2648,2649,691,691,2466,2466,0,0,5805,184,5622,96,44,5,57,16,25,0,0,0,5622,0,142,1,0,0,0,0,96.83
1480584900,2.09,28.21,2604,2605,31990,31989,2455,2455,0,0,37049,57,36992,617,43,7,62,0,0,41,0,42258,22,653,653,653,0,653,10,10,19,96,18,190,0,338,338,338,50,288,5,5,6,23,0,0,192,32,0,0,7,82.4,2603,2603,685,685,2421,2421,0,0,5709,183,5526,95,43,5,57,13,24,0,0,0,5526,0,143,3,0,0,0,0,96.79
1480584960,2.12,28.61,2532,2532,32100,32101,2461,2461,0,0,37093,62,37032,618,42,7,61,0,0,52,0,42305,22,642,641,642,0,641,10,10,18,69,66,84,0,352,352,352,53,299,5,5,6,48,0,0,210,33,0,0,7,84,2640,2640,707,707,2351,2351,0,0,5698,182,5516,94,44,6,55,7,18,0,0,0,5516,0,155,2,0,0,0,0,96.81
1480585020,2.1,27.99,2615,2615,31812,31811,2467,2466,0,0,36894,63,36829,614,43,7,67,0,0,54,0,42115,28,640,640,640,0,640,10,10,19,63,0,207,0,368,368,368,56,312,6,6,6,44,0,0,213,41,0,0,4,82.56,2631,2631,708,708,2508,2508,0,0,5847,151,5696,97,43,6,55,8,24,0,0,0,5696,0,116,3,0,0,0,0,97.42
1480585080,2.13,29.07,2583,2582,31992,31992,2457,2458,0,0,37032,50,36982,617,43,7,69,0,0,41,0,42192,17,616,617,616,0,617,10,10,19,68,41,221,0,317,317,317,46,271,5,5,5,14,0,0,190,28,0,0,8,84.07,2592,2592,744,744,2468,2468,0,0,5804,181,5623,96,43,6,55,12,26,1,0,0,5623,0,137,5,0,0,0,0,96.88
1480585140,0.31,26.35,2509,2510,31736,31738,2510,2510,0,0,36755,54,36704,612,41,7,59,0,0,44,0,42029,18,638,638,638,0,638,10,10,18,74,3,106,10,337,337,337,48,289,5,5,5,34,0,0,188,27,0,0,14,82.1,2603,2603,725,725,2445,2445,0,0,5773,163,5610,96,43,6,50,7,9,0,0,0,5610,0,146,1,0,0,0,0,97.18
1480585200,1.38,27.54,2688,2688,32381,32379,2605,2605,0,0,37674,68,37604,627,44,7,60,0,0,52,0,42992,26,564,564,564,0,564,9,9,18,81,0,203,0,370,370,370,81,289,6,6,5,41,0,0,192,42,5,0,12,76.49,2586,2586,745,745,2389,2389,0,0,5720,173,5547,95,43,6,54,5,16,0,0,0,5547,0,150,2,0,0,0,0,96.98
1480585260,2.25,29.75,2624,2621,31970,31970,2518,2517,0,0,37112,51,37057,618,43,7,66,0,0,42,0,42319,17,699,699,699,0,699,11,11,18,62,3,161,3,350,350,350,59,291,5,5,5,30,0,0,183,36,1,0,3,81.7,2589,2588,763,763,2361,2361,0,0,5713,194,5518,95,43,6,57,12,28,1,0,0,5518,0,148,5,0,0,0,0,96.6
1480585320,2.09,28.12,2558,2561,31699,31697,2459,2460,0,0,36716,63,36655,611,42,7,64,3,0,44,0,41902,22,642,642,642,0,642,10,10,19,106,52,159,0,331,331,331,61,270,5,5,6,13,0,0,176,41,0,0,7,78.22,2534,2535,772,772,2346,2346,0,0,5652,182,5471,94,42,6,51,6,18,0,0,0,5471,0,154,4,0,0,0,0,96.78
1480585380,2.11,28.26,2652,2651,31772,31774,2526,2526,0,0,36950,67,36884,615,44,7,91,7,0,47,0,42150,19,620,620,620,0,620,10,10,18,69,12,128,0,294,294,294,58,236,4,4,5,11,0,0,154,39,0,0,6,77.39,2529,2529,727,727,2448,2448,0,0,5704,154,5550,95,42,6,103,9,20,1,0,0,5550,0,123,1,0,0,0,0,97.3
1480585440,2.17,28.94,2656,2657,31833,31833,2500,2500,0,0,36989,44,36946,616,44,7,63,3,0,33,0,42201,19,681,680,681,0,680,11,11,18,67,46,158,0,313,313,313,45,268,5,5,5,47,0,0,174,20,0,0,7,86.57,2609,2609,740,740,2372,2372,0,0,5721,189,5532,95,43,6,59,8,15,0,0,0,5532,0,160,6,0,0,0,0,96.7
1480585500,1.13,27.75,2557,2557,31993,31993,2411,2411,0,0,36961,72,36889,616,42,7,64,5,0,58,0,42158,22,657,658,657,0,658,10,10,18,72,11,206,0,372,372,372,51,321,6,6,6,49,0,0,222,35,0,0,5,84.73,2545,2545,752,752,2408,2407,0,0,5705,179,5525,95,42,6,54,15,11,0,0,0,5525,0,151,2,0,0,0,0,96.86
1480585560,0.27,26.25,2500,2500,31784,31784,2475,2474,0,0,36759,65,36693,612,41,7,63,2,0,46,0,41954,23,611,611,611,0,611,10,10,18,66,0,90,0,339,339,339,56,283,5,5,6,34,1,0,197,29,0,0,6,84.55,2613,2613,701,701,2484,2485,0,0,5798,215,5584,96,43,6,55,16,26,1,0,0,5584,0,169,3,0,0,0,0,96.29
1480585620,2.15,28.11,2523,2523,32078,32077,2457,2458,0,0,37058,65,36993,617,42,7,60,0,0,52,0,42246,25,580,579,580,0,579,9,9,19,83,56,118,0,349,349,349,65,284,5,5,5,10,0,0,195,39,0,0,9,79.59,2656,2656,710,710,2385,2385,0,0,5751,176,5575,95,44,6,54,6,22,0,0,0,5575,0,141,7,0,0,0,0,96.94
1480585680,2.16,28.2,2537,2535,31905,31904,2450,2450,0,0,36892,67,36822,614,42,7,59,0,0,53,0,42090,24,601,601,601,0,601,10,10,18,59,18,156,2,316,316,316,52,264,5,5,6,12,0,0,196,35,0,0,7,82.35,2639,2639,685,685,2449,2449,0,0,5773,180,5593,96,43,6,53,13,13,0,0,0,5593,0,150,4,0,0,0,0,96.88
1480585740,2.16,28.97,2563,2565,32256,32260,2489,2489,0,0,37308,54,37260,621,42,7,59,0,0,44,0,42599,22,614,615,614,0,615,10,10,18,63,20,130,0,309,309,309,60,249,5,5,6,51,0,0,160,47,0,0,6,75.12,2578,2577,709,709,2405,2405,0,0,5692,153,5538,94,42,6,62,8,11,0,0,0,5538,0,133,1,0,0,0,0,97.31
1480585800,2.18,28.5,2610,2610,32357,32357,2444,2444,0,0,37411,51,37360,623,43,7,64,0,0,39,0,42658,21,617,617,617,0,617,10,10,19,53,0,215,0,331,331,331,49,282,5,5,6,48,0,0,182,31,0,0,6,83.11,2545,2546,715,715,2399,2398,0,0,5659,191,5468,94,42,6,53,12,17,0,0,0,5468,0,160,1,0,0,1,0,96.62
1480585860,2.11,28.66,2570,2570,32162,32162,2527,2525,0,0,37259,65,37192,620,42,7,68,4,0,45,0,42507,21,579,579,579,0,579,9,9,19,71,38,134,0,397,397,397,65,332,6,6,6,52,0,0,247,44,0,0,10,81.79,2575,2573,691,691,2379,2380,0,0,5645,195,5449,94,42,6,55,7,10,1,0,0,5450,0,176,1,0,0,0,0,96.55
1480585920,0.25,26.66,2568,2567,32370,32369,2440,2442,0,0,37378,58,37320,622,42,7,64,0,0,49,0,42684,19,642,641,642,0,641,10,10,18,63,10,141,1,332,332,332,70,262,5,5,6,48,0,0,173,49,0,0,11,73.93,2594,2596,734,733,2417,2417,0,0,5745,202,5544,95,43,6,58,9,20,0,0,0,5543,0,167,6,0,0,0,0,96.48
1480585980,1.14,26.87,2570,2571,32692,32689,2413,2413,0,0,37675,70,37603,627,42,7,60,0,0,55,0,42932,22,616,617,616,0,617,10,10,20,194,0,226,0,345,345,345,67,278,5,5,5,11,1,0,188,46,0,0,12,76.11,2554,2554,713,714,2390,2389,0,0,5657,176,5481,94,42,6,55,5,18,0,0,0,5481,0,148,3,2,0,0,0,96.89
1480586040,2.1,28.74,2571,2571,32126,32124,2443,2443,0,0,37140,55,37083,619,42,7,65,0,0,40,0,42437,20,650,650,650,0,650,10,10,18,74,20,160,0,380,380,380,65,315,6,6,6,55,0,0,203,38,1,0,9,80.88,2553,2553,674,674,2378,2379,0,0,5605,167,5439,93,42,6,53,6,23,1,0,0,5439,0,133,4,0,0,0,0,97.02
