time,iowait,busy,hwCCRInit,hwCCAInit,hwCCRUpdate,hwCCAUpdate,hwCCRTerm,hwCCATerm,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime,MaxDelays,ER_118010161_1212,ER_412020474_0,ER_412020002_52442,ER_118010103_0,ER_0_59090795,ER_118013201_25286,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),E_OnlineVoiceEvent,E_OnlineGprsEvent,DiamBalanceQueryEvent,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),ER_118013105_536,ER_118013107_145,ER_0_221059,ER_118010202_51548,ER_118013201_1012,ER_118010106_0,ER_118013013_5101,SuccessRate(%),hwCCRInit,hwCCAInit,hwCCRUpdate,hwCCAUpdate,hwCCRTerm,hwCCATerm,hwCCREvent,hwCCAEvent,totalMsg,totalFail,totalSucc,TPS,Caps,AverageTime(ms),MaxDelays(ms),ER_118013972_9123,ER_118013105_21604,ER_118013106_248,ER_118013107_0,ER_412020002_0,ER_0_4983593,ER_118010103_0,ER_118010202_141586,ER_118013201_2323,ER_118013004_8,ER_412220053_0,ER_118010106_159,ER_118013013_0,SuccessRate
1480625760,0.82,28.17,3342,3343,35667,35671,3318,3317,0,0,42327,51,42280,705,55,7,71,0,0,38,0,48303,18,427,425,427,0,425,7,7,22,74,1,114,4,466,466,466,73,393,7,7,6,43,0,0,321,65,1,0,0,82.95,2035,2036,726,726,1874,1873,0,0,4635,177,4458,77,33,5,49,8,16,0,0,0,4458,0,148,5,0,0,0,0,96.18
1480625820,2.09,30.31,3224,3224,35463,35465,3221,3222,0,0,41908,45,41866,698,53,7,63,0,0,30,0,47866,18,470,471,470,0,471,7,7,22,55,22,65,8,443,443,443,69,374,7,7,6,46,0,0,280,49,5,0,2,83.09,1950,1950,694,694,1814,1815,0,0,4458,177,4282,74,32,6,57,7,21,0,0,0,4282,0,145,4,0,0,0,0,96.03
1480625880,2.08,29.56,3142,3142,35829,35826,3185,3185,0,0,42156,46,42107,702,52,7,57,0,0,35,0,48139,17,440,441,440,0,441,7,7,22,81,9,120,3,413,413,413,67,346,6,6,6,38,0,0,285,42,3,0,3,85.59,1933,1933,707,707,1788,1788,0,0,4428,146,4282,73,32,5,50,9,20,0,0,0,4282,0,114,3,0,0,0,0,96.7
1480625940,2.02,29.56,3195,3195,35700,35699,3254,3254,0,0,42149,46,42102,702,53,6,66,0,0,32,0,48147,23,366,366,366,0,366,6,6,21,71,33,89,4,436,436,436,61,375,7,7,6,41,0,0,302,45,2,0,0,86.53,1961,1960,618,618,1832,1832,0,0,4411,130,4280,73,32,6,57,8,15,0,0,0,4280,0,107,0,0,0,0,0,97.05
1480626000,2.13,29.08,3210,3210,36033,36030,3335,3333,0,0,42578,56,42517,709,53,7,74,0,0,46,0,48611,21,413,413,413,0,413,6,6,21,66,84,,0,481,481,481,89,392,8,8,6,51,0,0,315,70,1,0,0,81.61,1948,1949,677,677,1764,1764,0,0,4389,154,4236,73,32,6,55,17,15,0,0,0,4236,0,119,2,0,0,1,0,96.49
1480626060,1.54,28.85,3182,3182,36408,36415,3162,3164,0,0,42752,47,42714,712,53,6,62,0,0,35,0,48790,21,385,384,385,0,384,6,6,21,49,4,88,6,449,449,449,76,373,7,7,6,11,0,0,301,62,0,0,2,82.47,1901,1901,683,683,1857,1855,0,0,4441,136,4303,74,31,5,52,10,14,0,0,0,4303,0,109,3,0,0,0,0,96.94
1480626120,0.56,27.9,3048,3048,36077,36072,3083,3081,0,0,42208,50,42151,703,50,6,63,0,0,33,0,48179,29,414,415,414,0,415,6,6,22,79,26,107,0,394,394,394,64,330,6,6,6,53,0,0,265,55,1,0,3,81.54,2019,2019,669,669,1767,1769,0,0,4455,181,4276,74,33,5,40,13,22,0,0,0,4276,0,146,0,0,0,0,0,95.94
1480626180,2.14,28.74,3129,3128,35682,35681,3200,3202,0,0,42011,63,41948,700,52,7,73,0,0,42,0,47896,30,448,448,448,0,448,7,7,21,65,0,23,0,393,393,393,52,341,6,6,6,12,0,0,272,41,2,0,3,85.53,1896,1894,677,677,1849,1849,0,0,4422,167,4253,73,31,5,61,9,24,0,0,0,4253,0,132,2,0,0,0,0,96.22
1480626240,2.03,31.09,3138,3139,35884,35886,3166,3166,0,0,42188,64,42127,703,52,7,60,0,0,47,0,48162,20,457,457,457,0,457,7,7,20,72,82,69,4,412,412,412,62,350,6,6,6,51,0,0,285,46,1,0,1,85.59,1981,1983,621,621,1762,1762,0,0,4364,169,4197,72,33,5,55,7,25,0,0,0,4197,0,135,2,0,0,0,0,96.13
1480626300,2.02,29.72,3040,3040,35860,35858,3118,3117,0,0,42018,51,41964,700,50,6,71,0,0,38,0,47942,24,419,419,419,0,419,6,6,22,79,15,21,1,410,410,410,59,351,6,6,6,41,0,0,290,40,0,0,4,86.57,1988,1988,635,635,1781,1781,0,0,4404,169,4235,73,33,5,55,10,24,0,0,0,4235,0,135,0,0,0,0,0,96.16
1480626360,2.08,29.45,3082,3082,35761,35766,3088,3089,0,0,41931,50,41887,698,51,6,64,0,0,37,0,47878,17,432,432,432,0,432,7,7,22,63,22,86,0,446,446,446,67,379,7,7,6,32,0,0,307,55,3,0,0,84.11,1850,1850,636,636,1746,1746,0,0,4232,151,4081,70,30,5,45,6,19,0,0,0,4081,0,122,4,0,0,0,0,96.43
1480626420,1.81,30.09,3082,3082,35952,35949,3130,3130,0,0,42164,43,42118,702,51,6,58,0,0,32,0,48101,16,476,476,476,0,476,7,7,21,74,20,49,6,420,420,420,67,353,7,7,6,41,0,0,285,50,0,0,3,84.32,1896,1896,682,682,1693,1693,0,0,4271,179,4092,71,31,5,56,9,20,0,0,0,4092,0,148,2,0,0,0,0,95.81
1480626480,0.27,27.42,3066,3066,35906,35909,3097,3097,0,0,42069,50,42022,701,51,6,81,0,0,40,0,48013,18,452,450,452,0,450,7,7,21,77,19,125,3,435,435,435,71,364,7,7,6,49,0,0,312,52,0,0,8,83.65,1843,1843,644,644,1762,1762,0,0,4249,155,4094,70,30,5,55,12,22,0,0,0,4094,0,118,3,0,0,0,0,96.35
1480626540,2.06,29.17,3123,3122,35539,35534,3129,3129,0,0,41791,41,41744,696,52,6,67,0,0,30,0,47703,17,453,455,453,0,455,7,7,21,63,23,48,0,407,407,407,56,351,6,6,6,55,0,0,277,45,0,0,3,85.23,1852,1852,647,647,1627,1627,0,0,4126,165,3961,68,30,5,59,11,22,0,0,0,3961,0,128,4,0,0,0,0,96
1480626600,2.07,29.97,3121,3122,35685,35688,3083,3083,0,0,41889,45,41848,698,52,7,59,0,0,31,0,47820,20,479,477,479,0,477,7,7,22,208,48,103,0,406,406,406,56,350,6,6,6,52,0,0,293,44,0,0,2,86.43,1861,1860,676,676,1697,1697,0,0,4234,187,4046,70,31,5,49,11,24,0,0,0,4046,0,151,1,0,0,0,0,95.58
1480626660,2.1,29.28,3106,3106,35628,35630,3188,3188,0,0,41922,52,41872,698,51,6,65,0,0,37,0,47891,23,430,432,430,0,432,7,7,23,61,0,42,2,374,374,374,52,322,6,6,6,61,2,0,264,30,2,0,0,88.59,1832,1832,643,643,1697,1696,0,0,4172,170,4001,69,30,5,50,3,27,0,0,0,4001,0,139,1,0,0,0,0,95.92
1480626720,2.05,29.66,3062,3061,35837,35837,3156,3155,0,0,42055,42,42011,700,51,7,66,0,0,37,0,48027,16,434,434,434,0,434,7,7,21,67,31,40,1,382,382,382,49,333,6,6,6,36,1,0,274,37,0,0,4,86.71,1865,1866,662,662,1685,1686,0,0,4212,155,4059,70,31,5,53,11,32,0,0,0,4059,0,110,2,0,0,0,0,96.32
1480626780,2.04,28.79,3112,3113,36139,36135,3142,3142,0,0,42393,48,42342,706,51,7,62,0,0,31,0,48389,21,398,398,398,0,398,6,6,22,81,12,53,0,438,438,438,80,358,7,7,6,37,0,0,292,61,3,0,0,81.79,1836,1836,684,684,1667,1667,0,0,4187,156,4031,69,30,5,55,1,28,0,0,0,4031,0,126,1,0,0,0,0,96.27
1480626840,0.23,27.4,3069,3069,35965,35968,3008,3008,0,0,42042,58,41987,700,51,6,65,0,0,45,0,48017,23,400,399,400,0,399,6,6,22,78,27,89,0,409,409,409,79,330,6,6,6,50,0,0,264,60,2,0,2,80.49,1857,1857,673,673,1646,1646,0,0,4176,176,4000,69,30,5,55,7,29,1,0,0,4000,0,138,1,0,0,0,0,95.79
1480626900,2.08,30,3040,3040,36571,36565,3064,3065,0,0,42675,50,42620,711,50,6,56,0,0,38,0,48710,24,358,359,358,0,359,5,5,21,63,1,74,0,381,381,381,54,327,6,6,6,45,0,0,268,42,0,0,1,86.17,1804,1804,676,676,1699,1699,0,0,4179,161,4018,69,30,5,56,6,20,1,0,0,4018,0,132,2,0,0,0,0,96.15
1480626960,2.08,29.18,2956,2956,36638,36642,3054,3054,0,0,42648,50,42602,710,49,6,57,0,0,43,0,48672,19,392,392,392,0,392,6,6,22,72,5,74,0,392,392,392,44,348,6,6,7,51,0,0,289,34,1,0,0,88.92,1757,1757,639,639,1630,1630,0,0,4026,138,3888,67,29,5,54,8,17,2,0,0,3888,0,108,2,0,0,1,0,96.57
1480627020,2.09,29.28,3087,3087,36645,36646,2994,2994,0,0,42726,45,42682,712,51,6,63,0,0,33,0,48739,18,405,405,405,0,405,6,6,22,83,6,135,1,392,392,392,47,345,6,6,6,52,0,0,273,32,0,0,3,88.64,1774,1773,674,674,1600,1600,0,0,4048,175,3872,67,29,6,59,3,25,1,0,0,3872,0,144,2,0,0,0,0,95.68
1480627080,2.05,30.27,3009,3009,36527,36529,2997,2996,0,0,42533,50,42484,708,50,7,61,0,0,36,0,48561,24,436,436,436,0,436,7,7,21,74,0,80,5,375,375,375,42,333,6,6,6,22,0,0,271,31,2,0,1,88.85,1663,1664,657,657,1578,1578,0,0,3898,134,3765,64,27,5,58,6,18,0,0,0,3765,0,110,0,0,0,0,0,96.56
1480627140,2.1,29.19,3027,3027,36744,36742,3007,3008,0,0,42778,51,42726,712,50,7,63,0,0,36,0,48871,24,434,434,434,0,434,7,7,22,68,18,87,0,384,384,384,57,327,6,6,6,46,0,0,252,48,1,0,0,83.72,1632,1632,675,675,1494,1494,0,0,3801,139,3662,63,27,5,56,7,13,0,0,0,3662,0,119,0,0,0,0,0,96.34
1480627200,0.33,27.86,3022,3022,36965,36964,3007,3007,0,0,42994,48,42945,716,50,7,59,0,0,33,0,49028,19,418,418,418,0,418,6,6,21,88,0,90,11,379,379,379,64,315,6,6,6,51,1,0,248,59,0,0,2,80,1695,1695,614,614,1554,1554,0,0,3863,150,3713,64,28,5,55,9,20,0,0,0,3713,0,121,0,0,0,0,0,96.12
1480627260,1.69,29.64,2956,2955,36647,36646,3029,3027,0,0,42632,51,42577,710,49,7,62,0,0,44,0,48694,15,426,426,426,0,426,7,7,22,82,9,30,0,368,368,368,65,303,6,6,6,59,0,0,245,51,0,0,4,81.4,1660,1659,647,647,1513,1513,0,0,3820,153,3666,63,27,6,52,6,23,0,0,0,3666,0,120,4,0,0,0,0,95.99
1480627320,2.11,29.7,2909,2910,36913,36914,2999,3001,0,0,42821,46,42779,713,48,6,64,0,0,33,0,48884,19,405,405,405,0,405,6,6,21,64,29,69,0,370,370,370,53,317,6,6,6,18,1,0,256,48,0,0,2,83.39,1656,1656,671,671,1458,1458,0,0,3785,137,3648,63,27,6,56,2,18,0,0,0,3648,0,116,1,0,0,0,0,96.38
1480627380,2.04,29.85,2956,2956,36757,36759,2940,2940,0,0,42653,53,42602,710,49,6,63,0,0,45,0,48683,19,398,398,398,0,398,6,6,22,66,7,83,10,359,359,359,54,305,5,5,6,26,2,0,253,45,0,0,1,84.05,1562,1563,675,675,1538,1538,0,0,3775,108,3668,62,26,5,52,9,11,0,0,0,3668,0,85,3,0,0,0,0,97.14
1480627440,2.06,28.89,2947,2946,36676,36674,2933,2931,0,0,42556,41,42510,709,49,6,57,0,0,29,0,48597,18,362,362,362,0,362,6,6,23,87,44,124,0,376,376,376,68,308,6,6,6,53,0,0,252,51,1,0,4,81.55,1690,1690,616,616,1505,1505,0,0,3811,146,3665,63,28,5,53,8,20,1,0,0,3665,0,117,0,0,0,0,0,96.17
1480627500,2.09,29.45,2988,2989,36567,36568,2993,2995,0,0,42548,58,42494,709,49,6,57,0,0,41,0,48566,22,383,383,383,0,383,6,6,23,71,19,95,2,395,395,395,52,343,6,6,6,55,0,0,291,38,0,0,4,87.39,1674,1674,655,655,1527,1527,0,0,3856,141,3715,64,27,5,55,3,19,1,0,0,3715,0,117,1,0,0,0,0,96.34
1480627560,0.68,27.23,3040,3040,36507,36505,3060,3059,0,0,42607,54,42550,710,50,6,59,0,0,39,0,48647,23,404,404,404,0,404,6,6,22,81,5,64,0,393,393,393,76,317,6,6,6,32,0,0,261,60,0,0,5,79.82,1677,1676,647,647,1584,1584,0,0,3908,136,3771,65,27,5,50,1,22,0,0,0,3771,0,109,4,0,0,0,0,96.52
1480627620,1.26,28.08,2996,2994,36714,36712,2996,2996,0,0,42706,48,42654,711,49,6,56,0,0,36,0,48732,17,405,404,405,0,404,6,6,21,52,42,119,0,444,444,444,84,360,7,7,6,30,0,0,306,65,0,0,6,80.95,1621,1622,642,642,1528,1528,0,0,3791,127,3665,63,27,5,48,4,17,0,0,0,3665,0,103,3,0,0,0,0,96.65
1480627680,2.04,30.23,3047,3047,36830,36834,3109,3110,0,0,42986,48,42943,716,50,6,63,0,0,34,0,49045,20,379,380,379,0,380,6,6,21,102,25,57,1,397,397,397,64,333,6,6,6,13,0,0,275,55,0,0,2,82.83,1746,1746,614,614,1564,1564,0,0,3924,146,3778,65,29,5,61,12,14,0,0,0,3778,0,116,4,0,0,0,0,96.28
1480627740,2.04,29.2,3001,3002,36363,36364,2963,2962,0,0,42327,46,42282,705,50,6,61,0,0,34,0,48317,22,445,444,445,0,444,7,7,21,84,26,121,0,352,352,352,44,308,5,5,6,11,1,0,250,34,0,0,2,87.11,1693,1693,587,587,1541,1541,0,0,3821,135,3686,63,28,5,55,6,26,0,0,0,3686,0,102,1,0,0,0,0,96.47
1480627800,2.08,29.58,3061,3062,37344,37339,3098,3098,0,0,43503,64,43435,725,51,6,66,0,0,48,0,49773,21,421,422,421,0,422,7,7,21,67,15,70,7,401,401,401,58,343,6,6,6,57,2,0,285,40,2,0,2,86.1,1701,1701,614,614,1552,1552,0,0,3867,140,3727,64,28,5,50,7,19,0,0,0,3727,0,107,7,0,0,0,0,96.38
1480627860,2.01,30.26,3109,3109,38158,38160,3111,3112,0,0,44378,53,44328,739,51,7,108,0,0,37,0,50493,26,377,377,377,0,377,6,6,22,73,7,57,0,395,395,395,68,327,6,6,6,53,1,0,270,53,2,0,1,82.32,1596,1596,654,654,1493,1493,0,0,3743,132,3611,62,26,6,55,7,11,0,0,0,3611,0,112,2,0,0,0,0,96.47
1480627920,1.11,27.9,2832,2832,36250,36250,2880,2880,0,0,41962,53,41909,699,47,7,137,0,0,34,0,47831,27,340,340,340,0,340,5,5,22,138,12,59,1,378,377,378,70,307,6,6,6,50,0,0,247,64,0,0,0,79.42,1514,1514,636,636,1410,1410,0,0,3560,131,3429,59,25,6,106,9,16,0,0,0,3429,0,106,0,0,0,0,0,96.32
1480627980,0.62,26.92,2874,2874,36201,36200,2901,2901,0,0,41976,42,41933,699,47,7,109,0,0,31,0,48007,20,392,391,392,0,391,6,6,22,82,0,51,5,372,373,372,60,313,6,6,6,23,0,0,260,48,0,0,1,84.14,1536,1536,593,593,1473,1473,0,0,3602,124,3478,60,25,6,106,7,19,0,0,0,3478,0,94,4,0,0,0,0,96.56
1480628040,2.14,30.14,2927,2927,37009,37006,3111,3111,0,0,43047,52,42992,717,48,6,70,0,0,34,0,49165,25,312,313,312,0,313,5,5,23,70,19,,1,376,376,376,75,301,6,6,6,49,0,0,243,67,0,0,1,78.14,1549,1549,591,591,1399,1399,0,0,3539,115,3424,58,25,6,57,8,18,1,0,0,3424,0,87,1,0,0,0,0,96.75
1480628100,2.05,29.56,2973,2973,36971,36977,3073,3073,0,0,43017,60,42963,716,49,6,61,0,0,43,0,49090,26,325,324,325,0,324,5,5,22,64,12,57,6,354,354,354,72,282,5,5,6,19,0,0,238,57,2,0,1,79.87,1459,1459,611,611,1407,1407,0,0,3477,123,3354,57,24,5,39,7,17,0,0,0,3354,0,98,1,0,0,0,0,96.46
1480628160,2.05,28.56,3037,3036,36331,36328,3000,2999,0,0,42368,53,42310,706,50,6,57,0,0,41,0,48328,17,356,357,356,0,357,5,5,22,49,35,71,0,373,373,373,62,311,6,6,6,50,0,0,246,51,5,0,1,81.19,1493,1493,585,585,1328,1328,0,0,3406,122,3284,56,24,5,54,6,17,0,0,0,3284,0,98,1,0,0,0,0,96.42
1480628220,2.05,28.69,2871,2872,36444,36446,2934,2934,0,0,42249,51,42201,704,47,6,59,0,0,35,0,48242,23,321,321,321,0,321,5,5,22,58,0,23,1,386,386,386,77,309,6,6,6,53,0,0,261,64,4,0,2,78.85,1428,1428,588,588,1390,1390,0,0,3406,120,3286,56,23,5,53,5,15,1,0,0,3286,0,93,2,0,0,4,0,96.48
1480628280,1.75,29.13,2889,2887,36572,36572,2925,2925,0,0,42386,49,42335,706,48,6,75,0,0,40,0,48426,20,358,357,358,0,357,5,5,24,91,12,78,0,364,364,364,60,304,6,6,6,32,0,0,244,51,0,0,2,82.15,1501,1501,551,551,1308,1308,0,0,3360,135,3225,56,25,5,41,8,17,0,0,0,3225,0,108,1,0,0,1,0,95.98
1480628340,0.26,27.29,2951,2953,36788,36790,2989,2989,0,0,42728,43,42689,712,49,6,62,0,0,35,0,48746,21,350,351,350,0,351,5,5,23,64,0,60,0,378,378,378,63,315,6,6,6,35,0,0,262,53,0,0,2,82.65,1404,1404,568,568,1339,1339,0,0,3311,132,3179,55,23,6,56,8,24,0,0,0,3179,0,99,1,0,0,0,0,96.01
1480628400,2.01,28.89,2938,2937,36401,36400,2961,2960,0,0,42300,45,42252,705,48,7,64,0,0,39,0,48268,14,302,302,302,0,302,5,5,24,201,45,57,7,400,400,400,97,303,6,6,6,41,0,0,262,92,0,0,0,74.01,1495,1495,584,584,1294,1294,0,0,3373,133,3240,56,24,5,49,6,20,0,0,0,3240,0,106,1,0,0,0,0,96.06
1480628460,2.17,29.59,2906,2907,36642,36639,2964,2965,0,0,42512,41,42470,708,48,7,58,0,0,30,0,48510,14,339,339,339,0,339,5,5,22,59,7,8,0,397,396,397,91,305,6,6,6,43,0,0,255,87,1,0,1,74.13,1455,1454,555,555,1327,1327,0,0,3337,135,3201,55,24,5,53,11,18,0,0,0,3201,0,104,2,0,0,0,0,95.95
1480628520,2.13,28.74,2813,2813,36512,36514,2956,2957,0,0,42281,34,42250,704,46,6,58,0,0,26,0,48294,11,329,329,329,0,329,5,5,23,79,1,8,0,382,383,382,68,315,6,6,7,38,0,0,267,61,4,0,0,80.42,1462,1463,534,534,1340,1340,0,0,3336,155,3182,55,24,5,53,10,25,0,0,0,3182,0,117,2,0,0,1,0,95.36
1480628580,2.11,28.11,2868,2868,36478,36478,2990,2990,0,0,42336,52,42284,705,47,6,60,0,0,41,0,48324,16,321,321,321,0,321,5,5,23,63,12,69,4,376,376,376,72,304,6,6,6,40,0,0,237,65,0,0,2,77.96,1413,1413,545,545,1292,1292,0,0,3250,143,3107,54,23,5,54,8,20,0,0,0,3107,0,112,3,0,0,0,0,95.6
1480628640,2.14,28.95,2884,2884,36383,36381,2981,2980,0,0,42248,42,42203,704,48,6,54,0,0,30,0,48181,14,321,321,321,0,321,5,5,22,69,31,53,4,390,389,390,71,318,6,6,6,21,0,0,268,65,0,0,0,80.48,1421,1421,536,536,1283,1283,0,0,3240,132,3108,54,23,5,33,8,20,0,0,0,3108,0,104,0,0,0,0,0,95.93
1480628700,0.52,26.54,2829,2829,36683,36685,2829,2829,0,0,42341,38,42305,705,47,6,67,0,0,35,0,48386,10,312,312,312,0,312,5,5,21,50,3,90,0,397,398,397,76,322,6,6,6,37,0,0,272,68,0,0,1,79.77,1376,1376,548,548,1279,1279,0,0,3203,127,3076,53,22,5,54,7,16,0,0,0,3076,0,101,3,0,0,0,0,96.03
1480628760,1.41,27.78,2808,2808,36991,36990,2899,2899,0,0,42698,53,42644,711,46,6,56,0,0,36,0,48730,24,324,324,324,0,324,5,5,22,130,14,77,0,378,378,378,56,322,6,6,6,55,0,0,272,45,0,0,2,85.27,1351,1351,565,565,1210,1210,0,0,3126,146,2980,52,22,5,49,5,20,0,0,0,2980,0,113,8,0,0,0,0,95.33
1480628820,2.06,28.91,2774,2774,36766,36769,2869,2870,0,0,42409,43,42370,706,46,6,102,0,0,31,0,48415,17,323,323,323,0,323,5,5,22,57,5,58,0,377,377,377,79,298,6,6,6,48,0,0,249,72,0,0,1,77.33,1412,1412,541,541,1254,1254,0,0,3207,141,3066,53,23,6,46,7,19,0,0,0,3066,0,110,5,0,0,0,0,95.6
1480628880,2.1,29.3,2824,2824,36564,36563,2872,2872,0,0,42260,59,42200,704,47,6,65,0,0,42,0,48220,25,333,333,333,0,333,5,5,22,78,73,56,0,370,370,370,63,307,6,6,6,46,0,0,248,55,0,0,2,81.05,1535,1535,558,558,1294,1293,0,0,3387,180,3206,56,25,6,49,6,22,2,0,0,3207,0,147,3,0,0,0,0,94.69
1480628940,2.05,29.17,2980,2980,36575,36574,2988,2988,0,0,42543,54,42488,709,49,7,57,0,0,44,0,48587,23,307,307,307,0,307,5,5,22,67,7,89,0,373,373,373,65,308,6,6,6,51,0,0,253,57,1,0,2,80.57,1478,1478,545,545,1345,1346,0,0,3368,128,3241,56,24,5,55,2,29,0,0,0,3240,0,93,4,0,0,0,0,96.2
1480629000,2.19,29.17,2934,2934,36811,36809,2955,2955,0,0,42700,51,42647,711,48,6,57,0,0,40,0,48695,23,326,326,326,0,326,5,5,22,71,0,75,5,378,378,378,92,286,6,6,6,29,0,0,238,81,1,0,0,74.38,1373,1373,562,562,1311,1311,0,0,3246,128,3118,54,22,6,53,8,20,0,0,0,3118,0,99,1,0,0,0,0,96.06
1480629060,0.94,28.15,2852,2851,36259,36261,2908,2908,0,0,42019,43,41977,700,47,6,76,0,0,38,0,47948,13,366,366,366,0,366,6,6,22,72,23,85,2,380,378,380,69,309,6,6,6,56,0,0,260,55,3,0,4,80.75,1436,1436,558,558,1317,1317,0,0,3311,130,3181,55,23,5,58,8,18,0,0,0,3181,0,101,3,0,0,0,0,96.07
1480629120,0.35,26.52,2863,2864,36418,36412,2865,2865,0,0,42146,46,42095,702,47,6,63,0,0,37,0,48139,19,312,312,312,0,312,5,5,23,80,24,56,3,349,351,349,65,286,5,5,6,57,0,0,245,61,0,0,0,80.07,1421,1421,560,560,1280,1280,0,0,3261,122,3139,54,23,5,48,8,22,0,0,0,3139,0,92,0,0,0,0,0,96.26
1480629180,2.12,28.72,2927,2926,36549,36557,2949,2948,0,0,42425,39,42392,707,48,7,55,0,0,31,0,48461,17,317,316,317,0,316,5,5,22,88,0,130,0,356,356,356,64,292,5,5,6,41,0,0,247,60,0,0,1,80.19,1310,1310,572,571,1221,1221,0,0,3103,130,2972,51,21,6,53,7,19,0,0,0,2972,0,103,1,0,0,0,0,95.81
1480629240,2.1,28.97,2774,2775,36746,36741,2931,2931,0,0,42451,45,42402,707,46,6,64,0,0,37,0,48443,17,339,340,339,0,340,5,5,22,68,8,21,0,357,357,357,60,297,5,5,6,15,0,0,242,53,0,0,0,82.03,1304,1304,547,548,1201,1201,0,0,3052,114,2939,50,21,5,54,5,19,0,0,0,2939,0,88,2,0,0,0,0,96.27
1480629300,2.11,28.72,2848,2847,36527,36530,2943,2944,0,0,42318,53,42268,705,47,6,68,0,0,39,0,48302,26,294,294,294,0,294,4,4,22,55,0,23,4,350,350,350,61,289,5,5,6,16,0,0,244,48,2,0,1,82.71,1350,1350,570,570,1201,1201,0,0,3121,136,2985,52,22,5,53,6,23,0,0,0,2985,0,104,3,0,0,0,0,95.64
1480629360,2.12,28.28,2867,2868,36550,36547,2908,2908,0,0,42325,54,42269,705,47,6,60,0,0,44,0,48281,24,333,332,333,0,332,5,5,24,67,19,52,1,332,332,332,51,281,5,5,6,11,0,0,217,45,0,0,0,82.82,1289,1289,547,547,1178,1178,0,0,3014,96,2918,50,21,5,57,5,9,0,0,0,2918,0,82,0,0,0,0,0,96.81
1480629420,2.09,28.74,2849,2848,36250,36251,2904,2904,0,0,42003,36,41967,700,47,6,60,0,0,26,0,47984,16,312,313,312,0,313,5,5,22,75,63,84,1,401,401,401,62,339,6,6,6,38,0,0,283,58,0,0,1,82.75,1296,1296,546,546,1198,1198,0,0,3040,100,2940,50,21,6,54,8,16,1,0,0,2940,0,73,2,0,0,0,0,96.71
1480629480,0.25,27.27,2946,2947,36657,36658,2916,2915,0,0,42519,52,42468,708,49,6,60,0,0,37,0,48517,24,315,314,315,0,314,5,5,22,53,0,46,2,387,387,387,67,320,6,6,6,17,0,0,270,55,5,0,1,81.57,1373,1373,538,538,1293,1293,0,0,3204,117,3087,53,22,5,58,12,20,0,0,0,3087,0,82,2,0,0,1,0,96.35
1480629540,1.64,28.43,2970,2970,36489,36489,2901,2902,0,0,42360,34,42327,706,49,6,64,0,0,28,0,48400,13,356,357,356,0,357,5,5,22,47,8,155,4,343,343,343,63,280,5,5,6,45,0,0,228,52,1,0,1,80.57,1401,1400,554,554,1245,1245,0,0,3200,134,3065,53,23,5,54,10,19,0,0,0,3065,0,98,7,0,0,0,0,95.81
1480629600,2.19,29.09,2889,2889,36763,36764,2900,2900,0,0,42552,53,42500,709,48,7,61,0,0,40,0,48599,21,322,322,322,0,322,5,5,23,103,0,60,3,346,346,346,53,293,5,5,6,55,0,0,252,43,0,0,1,85.14,1439,1440,532,532,1300,1300,0,0,3271,126,3146,54,23,5,48,8,13,0,0,0,3146,0,101,4,0,0,0,0,96.15
1480629660,2.1,28.83,3029,3028,36835,36835,3052,3052,0,0,42916,57,42858,715,50,6,63,0,0,37,0,48918,22,294,294,294,0,294,4,4,23,82,46,68,7,326,326,326,53,273,5,5,6,54,0,0,237,46,0,0,3,82.87,1546,1546,514,514,1366,1366,0,0,3426,107,3319,57,25,5,43,2,11,0,0,0,3319,0,88,6,0,0,0,0,96.88
1480629720,2.07,29.51,3108,3109,36128,36129,3158,3158,0,0,42394,53,42343,706,51,6,61,0,0,35,0,48384,28,281,281,281,0,281,4,4,23,70,57,114,0,387,387,387,63,324,6,6,6,52,0,0,280,53,2,0,0,83.58,1551,1551,570,570,1397,1397,0,0,3518,104,3414,58,25,5,48,3,14,0,0,0,3414,0,87,0,0,0,0,0,97.04
1480629780,2.11,28.21,3164,3164,36033,36034,3075,3073,0,0,42272,62,42209,704,52,6,56,0,0,43,0,48201,23,335,335,335,0,335,5,5,24,60,0,113,0,342,342,342,68,274,5,5,6,34,0,0,229,56,0,0,2,79.79,1556,1556,567,567,1450,1450,0,0,3573,123,3450,59,25,5,53,10,23,0,0,0,3450,0,87,3,0,0,0,0,96.56
1480629840,0.73,27.15,2927,2927,35931,35930,2945,2946,0,0,41803,35,41768,696,48,6,59,0,0,32,0,47749,13,295,295,295,0,295,4,4,22,58,0,113,0,325,325,325,49,276,5,5,6,29,0,0,230,39,0,0,0,85.5,1518,1518,595,595,1355,1354,0,0,3468,157,3310,57,25,6,53,10,20,0,0,0,3310,0,123,4,0,0,0,0,95.47
